rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2020,1400,Finance & Investments,Sebastian Kulczyk,42.0,Switzerland,,Diversified,Finance & Investments,Poland,,False,E,M,11/16/1980 0:00,Kulczyk,Sebastian,,02/06/2023,,,1981.0,11.0,16.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Real Estate,Kwee Liong Keng,77.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1946 0:00,Kwee,Liong Keng,,09/06/2023,,,1946.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,Kwee Liong Phing,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1958 0:00,Kwee,Liong Phing,,18/03/2023,,,1958.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,Kwee Liong Seen,70.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1953 0:00,Kwee,Liong Seen,,11/03/2023,,,1953.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,Kwee Liong Tek,76.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1947 0:00,Kwee,Liong Tek,,28/04/2023,,,1947.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Diversified,Kwek Leng Keow,71.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,N,M,1/1/1952 0:00,Kwek,Leng Keow,,22/08/2023,,,1952.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Diversified,Kwek Leng Peck,67.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,U,M,1/1/1956 0:00,Kwek,Leng Peck,,04/01/2023,,,1956.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Real Estate,Raymond Kwok,69.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,4/10/1953 0:00,Kwok,Raymond,,28/04/2023,,,1954.0,4.0,10.0,,,,,,,,,,,
2020,1400,Diversified,Lee Ho-jin,60.0,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,False,U,M,12/8/1962 0:00,Lee,Ho-jin,,27/02/2023,,,1963.0,12.0,8.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2020,1400,Finance & Investments,Michael Lee-Chin,72.0,Canada,Burlington,Mutual funds,Finance & Investments,Canada,,True,D,M,1/3/1951 0:00,Lee-Chin,Michael,,03/02/2023,,,1951.0,1.0,3.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2020,1400,Service,Manfredi Lefebvre d'Ovidio & family,69.0,Monaco,Monte Carlo,Cruises,Service,Italy,,False,D,M,4/30/1953 0:00,Lefebvre d'Ovidio,Manfredi,,03/09/2023,,,1954.0,4.0,30.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158
2020,1400,Fashion & Retail,Bernard Lewis & family,97.0,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,,True,U,M,2/10/1926 0:00,Lewis,Bernard,,05/10/2023,,,1926.0,2.0,10.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2020,1400,Metals & Mining,Li Jinyang,,China,Chifeng,Mining,Metals & Mining,China,,False,D,F,,Li,Jinyang,,28/01/2023,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Automotive,William Li,48.0,China,Beijing,Electric vehicles,Automotive,China,,True,D,M,1/1/1975 0:00,Li,William,,01/02/2023,,,1975.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Jenny Lindén Urnes,52.0,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,False,E,F,3/29/1971 0:00,Lindén Urnes,Jenny,,17/06/2023,,,1971.0,3.0,29.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2020,1400,Healthcare,Liu Fangyi,53.0,China,Shanghai,Medical equipment,Healthcare,China,,True,D,M,,Liu,Fangyi,,22/08/2023,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Technology,K.C. Liu,69.0,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,True,D,M,3/20/1954 0:00,Liu,K.C.,,06/08/2023,,,1954.0,3.0,20.0,,,,,,,,,,,
2020,1400,Manufacturing,Liu Ming Chung,60.0,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,True,D,M,1/1/1963 0:00,Liu,Ming Chung,,09/01/2023,,,1963.0,1.0,1.0,,,,,,,,,,,
2020,1400,Metals & Mining,Anatoly Lomakin,70.0,Russia,Moscow,Investments,Metals & Mining,Russia,,True,E,M,6/30/1952 0:00,Lomakin,Anatoly,,29/04/2023,,,1953.0,6.0,30.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Food & Beverage,Brandt Louie,79.0,Canada,Vancouver,Drugstores,Food & Beverage,Canada,,False,D,M,7/5/1943 0:00,Louie,Brandt,,23/03/2023,,,1944.0,7.0,5.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2020,1400,Diversified,Lucia Maggi & family,90.0,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,True,Split Family Fortune,F,7/20/1932 0:00,Maggi,Lucia,Philanthropist,25/09/2023,,,1933.0,7.0,20.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Media & Entertainment,Gary Magness,69.0,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,,False,E,M,2/26/1954 0:00,Magness,Gary,,16/10/2023,Colorado,West,1954.0,2.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Technology,Mao Lixiang & family,82.0,China,Ningbo,Cooking appliances,Technology,China,,True,D,M,1/1/1941 0:00,Mao,Lixiang,,09/10/2023,,,1941.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,David McMurtry,82.0,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,,True,D,M,5/3/1940 0:00,McMurtry,David,,24/08/2023,,,1941.0,5.0,3.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2020,1400,Manufacturing,Deepak Mehta,66.0,India,Vadodara,Chemicals,Manufacturing,India,,False,D,M,12/12/1956 0:00,Mehta,Deepak,,17/06/2023,,,1957.0,12.0,12.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Real Estate,Miao Shouliang,68.0,China,Shenzhen,Real estate,Real Estate,China,,True,D,M,1/1/1955 0:00,Miao,Shouliang,,18/08/2023,,,1955.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Healthcare,Miao Yongjun,55.0,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,True,U,M,12/1/1967 0:00,Miao,Yongjun,,16/05/2023,,,1968.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Real Estate,Yoshiko Mori,82.0,Japan,Tokyo,Real estate,Real Estate,Japan,,False,U,F,9/24/1940 0:00,Mori,Yoshiko,,27/04/2023,,,1941.0,9.0,24.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2020,1400,Technology,Marius Nacht,57.0,Israel,Tel Aviv,Software,Technology,Israel,,True,E,M,1/1/1966 0:00,Nacht,Marius,,04/08/2023,,,1966.0,1.0,1.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
2020,1400,Healthcare,Tadako Nakatani,,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,,False,D,F,,Nakatani,Tadako,,19/01/2023,,,,,,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2020,1400,Metals & Mining,Vadim Novinsky,59.0,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,,True,U,M,6/3/1963 0:00,Novinsky,Vadim,,25/08/2023,,,1964.0,6.0,3.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558
2020,1400,Finance & Investments,Niti Osathanugrah,49.0,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,,False,D,M,10/18/1973 0:00,Osathanugrah,Niti,,06/09/2023,,,1974.0,10.0,18.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2020,1400,Finance & Investments,Gretel Packer,57.0,Australia,Sydney,Investments,Finance & Investments,Australia,,False,D,F,4/1/1966 0:00,Packer,Gretel,,16/09/2023,,,1966.0,4.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2020,1400,Manufacturing,Pan Longquan,58.0,China,Nanjing,Manufacturing,Manufacturing,China,,True,N,M,1/1/1965 0:00,Pan,Longquan,,17/08/2023,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Real Estate,Pan Shiyi,60.0,China,Beijing,Real estate,Real Estate,China,,True,Split Family Fortune,M,1/1/1963 0:00,Pan,Shiyi,,27/01/2023,,,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Healthcare,David Paul,56.0,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,True,D,M,12/25/1966 0:00,Paul,David,Founder and Executive Chairman,16/02/2023,Pennsylvania,Northeast,1967.0,12.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Fashion & Retail,Tom Persson,38.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,D,M,1/1/1985 0:00,Persson,Tom,,13/04/2023,,,1985.0,1.0,1.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2020,1400,Automotive,Qian Jinghong,50.0,China,Wuxi,Electric scooters,Automotive,China,,True,R,F,1/1/1973 0:00,Qian,Jinghong,,10/04/2023,,,1973.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Qin Long,57.0,China,Qingdao,Tire,Manufacturing,China,,True,D,M,7/1/1965 0:00,Qin,Long,,13/05/2023,,,1966.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Healthcare,M.Satyanarayana Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,,True,D,M,4/18/1957 0:00,Reddy,M.Satyanarayana,,23/09/2023,,,1958.0,4.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Diversified,Mochtar Riady & family,93.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,True,D,M,5/12/1929 0:00,Riady,Mochtar,,01/03/2023,,,1930.0,5.0,12.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2020,1400,Fashion & Retail,Rihanna,35.0,United States,Los Angeles,"Music, cosmetics",Fashion & Retail,Barbados,,True,D,F,2/20/1988 0:00,Rihanna,,Musician,07/10/2023,California,West,1988.0,2.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Construction & Engineering,Boris Rotenberg,66.0,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,,True,U,M,1/3/1957 0:00,Rotenberg,Boris,,24/06/2023,,,1957.0,1.0,3.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Real Estate,Subhash Runwal,79.0,India,Mumbai,Real estate,Real Estate,India,,True,E,M,5/22/1943 0:00,Runwal,Subhash,,10/10/2023,,,1944.0,5.0,22.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Manufacturing,Igor Rybakov,50.0,RF,Moscow,Building materials,Manufacturing,Russia,,True,U,M,5/16/1972 0:00,Rybakov,Igor,,11/02/2023,,,1973.0,5.0,16.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Healthcare,Carlos Sanchez,61.0,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,,False,E,M,1/21/1962 0:00,Sanchez,Carlos,,18/03/2023,,,1962.0,1.0,21.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Real Estate,Martin Selig,85.0,United States,Seattle,Real estate,Real Estate,United States,,True,E,M,12/31/1937 0:00,Selig,Martin,,21/07/2023,Washington,West,1938.0,12.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Energy,Airat Shaimiev,61.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,U,M,3/7/1962 0:00,Shaimiev,Airat,,09/08/2023,,,1962.0,3.0,7.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Energy,Radik Shaimiev,58.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,U,M,11/14/1964 0:00,Shaimiev,Radik,,29/06/2023,,,1965.0,11.0,14.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97.0,Japan,Saitama,Retail,Fashion & Retail,Japan,,True,U,M,3/8/1926 0:00,Shimamura,Nobutoshi,,12/07/2023,,,1926.0,3.0,8.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2020,1400,Technology,Jared Smith,48.0,United States,Provo,Cloud computing,Technology,United States,,True,E,M,10/2/1974 0:00,Smith,Jared,,12/06/2023,Utah,West,1975.0,10.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Fashion & Retail,Charlotte Soderstrom,46.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,D,F,1/1/1977 0:00,Soderstrom,Charlotte,,14/05/2023,,,1977.0,1.0,1.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2020,1400,Healthcare,Anand Surana,52.0,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,D,M,3/24/1971 0:00,Surana,Anand,,13/09/2023,,,1971.0,3.0,24.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Healthcare,Dilip Surana,57.0,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,D,M,1/18/1966 0:00,Surana,Dilip,,23/02/2023,,,1966.0,1.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2020,1400,Finance & Investments,Wilma Tisch,95.0,United States,New York,Diversified,Finance & Investments,United States,,False,D,F,6/25/1927 0:00,Tisch,Wilma,,02/07/2023,New York,Northeast,1928.0,6.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Technology,Jianyi Wang,60.0,China,Hangzhou,Fiber optic cables,Technology,China,,True,U,M,1/12/1963 0:00,Wang,Jianyi,,04/08/2023,,,1963.0,1.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Logistics,Wang Jilei,58.0,China,Shanghai,Logistics,Logistics,China,,True,U,M,1/1/1965 0:00,Wang,Jilei,,09/08/2023,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Shuifu Wang,68.0,China,Hangzhou,Manufacturing,Manufacturing,China,,True,D,M,2/10/1955 0:00,Wang,Shuifu,,14/06/2023,,,1955.0,2.0,10.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Wang Yanqing & family,76.0,China,Weihai,Carbon fiber products,Manufacturing,China,,False,D,F,7/2/1946 0:00,Wang,Yanqing,,25/07/2023,,,1947.0,7.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Metals & Mining,Wang Zelong,26.0,China,Jiaozuo,Chemicals,Metals & Mining,China,,False,D,M,7/1/1996 0:00,Wang,Zelong,,20/04/2023,,,1997.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Werner O. Weber,84.0,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,,True,E,M,2/9/1939 0:00,Weber,Werner O.,,08/04/2023,,,1939.0,2.0,9.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2020,1400,Manufacturing,Anne Werninghaus,37.0,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,,False,U,F,1/1/1986 0:00,Werninghaus,Anne,,06/08/2023,,,1986.0,1.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2020,1400,Finance & Investments,"Alfred West, Jr.",80.0,United States,Paoli,Money management,Finance & Investments,United States,,True,U,M,12/7/1942 0:00,West,Alfred,,15/05/2023,Pennsylvania,Northeast,1943.0,12.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2020,1400,Manufacturing,Bo Wu,68.0,China,Nanjing,Machinery,Manufacturing,China,,True,E,M,5/1/1954 0:00,Wu,Bo,,17/01/2023,,,1955.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Wu Chaoqun,53.0,China,Meishan,Chemicals,Manufacturing,China,,True,U,M,5/18/1969 0:00,Wu,Chaoqun,,04/08/2023,,,1970.0,5.0,18.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Technology,Swift Xie,43.0,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,True,E,M,1/1/1980 0:00,Xie,Swift,Chief Marketing Officer,27/05/2023,,,1980.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Xu Guozhong & family,59.0,China,Changzhou,Motors,Manufacturing,China,,True,D,M,9/1/1963 0:00,Xu,Guozhong,,08/05/2023,,,1964.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Food & Beverage,Yao Kuizhang,58.0,China,Hengshui,Beverages,Food & Beverage,China,,True,D,M,1/1/1965 0:00,Yao,Kuizhang,,08/10/2023,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Real Estate,Yu Peidi,63.0,China,Shanghai,Real estate,Real Estate,Hong Kong,,True,D,M,1/1/1960 0:00,Yu,Peidi,,13/09/2023,,,1960.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Healthcare,Yuan Liping,52.0,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,,False,D,F,1/1/1971 0:00,Yuan,Liping,,09/05/2023,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Zhang Chuanwei & family,60.0,China,Zhongshan,Machinery,Manufacturing,China,,True,D,M,6/15/1962 0:00,Zhang,Chuanwei,,03/02/2023,,,1963.0,6.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Real Estate,Zhang Keqiang,62.0,China ,Guangzhou,Real estate,Real Estate,China,,True,D,M,4/29/1960 0:00,Zhang,Keqiang,,16/01/2023,,,1961.0,4.0,29.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Real Estate,Zhang Xin,57.0,China,Beijing,Real estate,Real Estate,China,SOHO China,True,Split Family Fortune,F,8/24/1965 0:00,Zhang,Xin,"Cofounder, CEO",29/09/2023,,,1966.0,8.0,24.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Xinghai Zhang & family,60.0,China,Chongqing,Machinery,Manufacturing,China,,True,D,M,1/1/1963 0:00,Zhang,Xinghai,,15/10/2023,,,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Manufacturing,Zheng Jianjiang & family,62.0,China,Ningbo,Electrical equipment,Manufacturing,China,,True,D,M,1/1/1961 0:00,Zheng,Jianjiang,,26/04/2023,,,1961.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Real Estate,Zhong Sheng Jian,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,True,D,M,3/3/1958 0:00,Zhong,Sheng Jian,,22/05/2023,,,1958.0,3.0,3.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2020,1400,Fashion & Retail,Zhou Chengjian,57.0,China,Shanghai,Fashion retail,Fashion & Retail,China,,True,D,M,4/30/1965 0:00,Zhou,Chengjian,,20/01/2023,,,1966.0,4.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2020,1400,Diversified,Boris Zingarevich,63.0,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,,True,R,M,7/8/1959 0:00,Zingarevich,Boris,,16/07/2023,,,1960.0,7.0,8.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2133,1300,Automotive,A. Jayson Adair,53.0,United States,Dallas,Damaged cars,Automotive,United States,,True,U,M,10/16/1969 0:00,Adair,A. Jayson,,27/02/2023,Texas,South,1970.0,10.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2133,1300,Logistics,Soegiarto Adikoesoemo,85.0,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,,True,R,M,3/24/1938 0:00,Adikoesoemo,Soegiarto,,22/02/2023,,,1938.0,3.0,24.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
2133,1300,Healthcare,Rajendra Agarwal,64.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,D,M,2/25/1959 0:00,Agarwal,Rajendra,,03/08/2023,,,1959.0,2.0,25.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2133,1300,Healthcare,Chirayu Amin,76.0,India,Baroda,Pharmaceuticals,Healthcare,India,,False,D,M,12/4/1946 0:00,Amin,Chirayu,,01/07/2023,,,1947.0,12.0,4.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2133,1300,Real Estate,Anant Asavabhokhin,72.0,Thailand,Bangkok,Real estate,Real Estate,Thailand,,True,E,M,8/11/1950 0:00,Asavabhokhin,Anant,,17/06/2023,,,1951.0,8.0,11.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2133,1300,Finance & Investments,Roman Avdeev,55.0,Russia,Moscow,"Banking, development",Finance & Investments,Russia,,True,R,M,7/17/1967 0:00,Avdeev,Roman,,14/06/2023,,,1968.0,7.0,17.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2133,1300,Automotive,Ziv Aviram,64.0,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,,True,D,M,1/3/1959 0:00,Aviram,Ziv,,14/05/2023,,,1959.0,1.0,3.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
